ExecutionTime,high,low,close,volume,delivery_time
2021-01-28 19:15:00+01:00,62.73,56.58,57.0,0.0,2021-01-29 00:15:00
2021-01-28 19:30:00+01:00,60.3,56.92,60.3,2.15,2021-01-29 00:15:00
2021-01-28 19:45:00+01:00,60.25,59.11,60.25,0.55,2021-01-29 00:15:00
2021-01-28 20:00:00+01:00,60.66,60.25,60.53,0.25,2021-01-29 00:15:00
2021-01-28 20:15:00+01:00,61.0,60.62,60.67,4.0,2021-01-29 00:15:00
2021-01-28 20:30:00+01:00,60.62,56.05,60.31,5.175,2021-01-29 00:15:00
2021-01-28 20:45:00+01:00,59.99,59.2,59.2,7.275,2021-01-29 00:15:00
2021-01-28 21:00:00+01:00,60.3,59.55,60.0,2.125,2021-01-29 00:15:00
2021-01-28 21:15:00+01:00,60.08,59.2,60.08,0.95,2021-01-29 00:15:00
2021-01-28 21:30:00+01:00,60.08,59.14,60.08,4.15,2021-01-29 00:15:00
2021-01-28 21:45:00+01:00,60.99,59.75,60.31,8.775,2021-01-29 00:15:00
2021-01-28 22:00:00+01:00,62.14,53.89,58.8,32.95,2021-01-29 00:15:00
2021-01-28 22:15:00+01:00,58.78,57.49,57.49,12.549999999999999,2021-01-29 00:15:00
2021-01-28 22:30:00+01:00,58.9,50.64,53.61,68.6,2021-01-29 00:15:00
2021-01-28 22:45:00+01:00,54.5,47.29,54.5,27.45,2021-01-29 00:15:00
2021-01-28 23:00:00+01:00,54.5,47.29,54.5,0.0,2021-01-29 00:15:00
2021-01-28 23:15:00+01:00,54.5,47.29,54.5,0.0,2021-01-29 00:15:00
2021-01-28 23:30:00+01:00,54.5,47.29,54.5,0.0,2021-01-29 00:15:00
2021-01-28 23:45:00+01:00,54.5,47.29,54.5,0.0,2021-01-29 00:15:00
2021-02-04 19:00:00+01:00,62.25,61.7,62.21,2.925,2021-02-05 00:15:00
2021-02-04 19:15:00+01:00,62.21,61.97,62.21,1.4,2021-02-05 00:15:00
2021-02-04 19:30:00+01:00,62.21,61.97,62.21,0.0,2021-02-05 00:15:00
2021-02-04 19:45:00+01:00,62.25,62.1,62.1,2.325,2021-02-05 00:15:00
2021-02-04 20:00:00+01:00,62.15,60.0,60.99,9.4,2021-02-05 00:15:00
2021-02-04 20:15:00+01:00,61.26,60.32,61.26,1.4,2021-02-05 00:15:00
2021-02-04 20:30:00+01:00,56.3,56.3,56.3,4.875,2021-02-05 00:15:00
2021-02-04 20:45:00+01:00,59.93,57.43,59.57,1.975,2021-02-05 00:15:00
2021-02-04 21:00:00+01:00,59.54,56.39,56.39,7.8,2021-02-05 00:15:00
2021-02-04 21:15:00+01:00,57.46,55.42,57.46,2.2,2021-02-05 00:15:00
2021-02-04 21:30:00+01:00,63.0,58.58,60.68,15.975,2021-02-05 00:15:00
2021-02-04 21:45:00+01:00,60.89,59.18,59.18,12.450000000000001,2021-02-05 00:15:00
2021-02-04 22:00:00+01:00,59.8,57.02,57.07,11.025,2021-02-05 00:15:00
2021-02-04 22:15:00+01:00,58.47,57.8,58.24,3.2,2021-02-05 00:15:00
2021-02-04 22:30:00+01:00,60.2,58.42,59.84,11.55,2021-02-05 00:15:00
2021-02-04 22:45:00+01:00,63.6,59.9,63.6,17.725,2021-02-05 00:15:00
2021-02-04 23:00:00+01:00,63.6,59.9,63.6,0.0,2021-02-05 00:15:00
2021-02-04 23:15:00+01:00,63.6,59.9,63.6,0.0,2021-02-05 00:15:00
2021-02-04 23:30:00+01:00,63.6,59.9,63.6,0.0,2021-02-05 00:15:00
2021-02-04 23:45:00+01:00,63.6,59.9,63.6,0.0,2021-02-05 00:15:00
2021-02-11 18:30:00+01:00,60.83,60.83,60.83,0.30000000000000004,2021-02-12 00:15:00
2021-02-11 18:45:00+01:00,58.87,58.6,58.6,0.225,2021-02-12 00:15:00
2021-02-11 19:00:00+01:00,61.21,60.83,61.21,1.8499999999999999,2021-02-12 00:15:00
2021-02-11 19:15:00+01:00,62.25,62.25,62.25,0.5,2021-02-12 00:15:00
2021-02-11 19:30:00+01:00,62.25,62.25,62.25,0.0,2021-02-12 00:15:00
2021-02-11 19:45:00+01:00,58.7,58.7,58.7,0.2,2021-02-12 00:15:00
2021-02-11 20:00:00+01:00,58.7,57.7,57.7,0.35,2021-02-12 00:15:00
2021-02-11 20:15:00+01:00,62.1,57.8,57.8,0.275,2021-02-12 00:15:00
2021-02-11 20:30:00+01:00,61.94,56.94,56.94,0.55,2021-02-12 00:15:00
2021-02-11 20:45:00+01:00,61.94,56.94,56.94,0.0,2021-02-12 00:15:00
2021-02-11 21:00:00+01:00,59.99,58.62,58.88,1.75,2021-02-12 00:15:00
2021-02-11 21:15:00+01:00,58.88,56.02,56.02,4.1,2021-02-12 00:15:00
2021-02-11 21:30:00+01:00,57.78,54.7,57.78,7.9,2021-02-12 00:15:00
2021-02-11 21:45:00+01:00,58.59,57.04,57.04,3.025,2021-02-12 00:15:00
2021-02-11 22:00:00+01:00,58.6,57.6,57.62,7.45,2021-02-12 00:15:00
2021-02-11 22:15:00+01:00,58.2,56.49,56.49,5.15,2021-02-12 00:15:00
2021-02-11 22:30:00+01:00,58.09,55.2,58.09,7.825,2021-02-12 00:15:00
2021-02-11 22:45:00+01:00,58.3,55.0,55.27,23.825,2021-02-12 00:15:00
2021-02-11 23:00:00+01:00,58.3,55.0,55.27,0.0,2021-02-12 00:15:00
2021-02-11 23:15:00+01:00,58.3,55.0,55.27,0.0,2021-02-12 00:15:00
2021-02-11 23:30:00+01:00,58.3,55.0,55.27,0.0,2021-02-12 00:15:00
2021-02-11 23:45:00+01:00,58.3,55.0,55.27,0.0,2021-02-12 00:15:00
2021-02-18 18:00:00+01:00,46.46,45.27,45.27,2.075,2021-02-19 00:15:00
2021-02-18 18:15:00+01:00,46.46,45.27,45.27,0.0,2021-02-19 00:15:00
2021-02-18 18:30:00+01:00,46.55,44.91,46.55,0.75,2021-02-19 00:15:00
2021-02-18 18:45:00+01:00,46.55,44.91,46.55,0.0,2021-02-19 00:15:00
2021-02-18 19:00:00+01:00,46.55,44.91,46.55,0.0,2021-02-19 00:15:00
2021-02-18 19:15:00+01:00,46.55,44.91,46.55,0.0,2021-02-19 00:15:00
2021-02-18 19:30:00+01:00,46.55,44.91,46.55,0.0,2021-02-19 00:15:00
2021-02-18 19:45:00+01:00,47.98,45.26,47.98,3.15,2021-02-19 00:15:00
2021-02-18 20:00:00+01:00,48.81,47.53,47.85,5.775,2021-02-19 00:15:00
2021-02-18 20:15:00+01:00,48.73,46.8,48.73,6.575,2021-02-19 00:15:00
2021-02-18 20:30:00+01:00,47.8,47.72,47.8,0.925,2021-02-19 00:15:00
2021-02-18 20:45:00+01:00,48.1,48.1,48.1,0.225,2021-02-19 00:15:00
2021-02-18 21:00:00+01:00,48.51,47.72,48.3,1.375,2021-02-19 00:15:00
2021-02-18 21:15:00+01:00,49.0,48.09,49.0,4.5,2021-02-19 00:15:00
2021-02-18 21:30:00+01:00,52.79,49.18,52.79,15.2,2021-02-19 00:15:00
2021-02-18 21:45:00+01:00,54.83,52.29,54.01,8.1,2021-02-19 00:15:00
2021-02-18 22:00:00+01:00,58.9,54.05,58.9,20.5,2021-02-19 00:15:00
2021-02-18 22:15:00+01:00,60.0,58.48,60.0,19.425,2021-02-19 00:15:00
2021-02-18 22:30:00+01:00,61.2,58.77,60.65,26.175,2021-02-19 00:15:00
2021-02-18 22:45:00+01:00,61.2,52.8,55.0,61.95,2021-02-19 00:15:00
2021-02-18 23:00:00+01:00,61.2,52.8,55.0,0.0,2021-02-19 00:15:00
2021-02-18 23:15:00+01:00,61.2,52.8,55.0,0.0,2021-02-19 00:15:00
2021-02-18 23:30:00+01:00,61.2,52.8,55.0,0.0,2021-02-19 00:15:00
2021-02-18 23:45:00+01:00,61.2,52.8,55.0,0.0,2021-02-19 00:15:00
2021-02-25 18:00:00+01:00,53.21,53.1,53.1,6.075,2021-02-26 00:15:00
2021-02-25 18:15:00+01:00,54.97,54.57,54.97,1.025,2021-02-26 00:15:00
2021-02-25 18:30:00+01:00,54.97,54.57,54.97,0.0,2021-02-26 00:15:00
2021-02-25 18:45:00+01:00,55.07,55.07,55.07,0.075,2021-02-26 00:15:00
2021-02-25 19:00:00+01:00,56.4,54.57,56.4,0.7,2021-02-26 00:15:00
2021-02-25 19:15:00+01:00,55.1,55.1,55.1,0.25,2021-02-26 00:15:00
2021-02-25 19:30:00+01:00,55.1,55.1,55.1,0.0,2021-02-26 00:15:00
2021-02-25 19:45:00+01:00,55.1,55.1,55.1,0.0,2021-02-26 00:15:00
2021-02-25 20:00:00+01:00,56.38,54.93,56.38,2.85,2021-02-26 00:15:00
2021-02-25 20:15:00+01:00,56.38,54.93,56.38,0.0,2021-02-26 00:15:00
2021-02-25 20:30:00+01:00,55.9,54.01,54.01,1.55,2021-02-26 00:15:00
2021-02-25 20:45:00+01:00,54.9,53.42,53.59,1.9249999999999998,2021-02-26 00:15:00
2021-02-25 21:00:00+01:00,53.99,51.51,51.8,6.55,2021-02-26 00:15:00
2021-02-25 21:15:00+01:00,58.5,52.28,58.5,8.35,2021-02-26 00:15:00
2021-02-25 21:30:00+01:00,59.66,58.49,59.59,4.7,2021-02-26 00:15:00
2021-02-25 21:45:00+01:00,59.59,57.8,58.41,6.5,2021-02-26 00:15:00
2021-02-25 22:00:00+01:00,58.89,56.48,56.55,19.425,2021-02-26 00:15:00
2021-02-25 22:15:00+01:00,56.48,54.73,54.73,13.75,2021-02-26 00:15:00
2021-02-25 22:30:00+01:00,55.43,49.31,49.31,17.15,2021-02-26 00:15:00
2021-02-25 22:45:00+01:00,52.29,50.1,50.1,17.775,2021-02-26 00:15:00
2021-02-25 23:00:00+01:00,52.29,50.1,50.1,0.0,2021-02-26 00:15:00
2021-02-25 23:15:00+01:00,52.29,50.1,50.1,0.0,2021-02-26 00:15:00
2021-02-25 23:30:00+01:00,52.29,50.1,50.1,0.0,2021-02-26 00:15:00
2021-02-25 23:45:00+01:00,52.29,50.1,50.1,0.0,2021-02-26 00:15:00
2021-03-04 18:00:00+01:00,60.93,43.85,44.44,6.625,2021-03-05 00:15:00
2021-03-04 18:15:00+01:00,60.93,43.85,44.44,0.0,2021-03-05 00:15:00
2021-03-04 18:30:00+01:00,60.93,43.85,44.44,0.0,2021-03-05 00:15:00
2021-03-04 18:45:00+01:00,44.1,44.1,44.1,0.1,2021-03-05 00:15:00
2021-03-04 19:00:00+01:00,43.85,43.6,43.6,0.55,2021-03-05 00:15:00
2021-03-04 19:15:00+01:00,43.92,43.52,43.52,1.8250000000000002,2021-03-05 00:15:00
2021-03-04 19:30:00+01:00,43.92,43.52,43.52,0.0,2021-03-05 00:15:00
2021-03-04 19:45:00+01:00,45.5,45.5,45.5,0.75,2021-03-05 00:15:00
2021-03-04 20:00:00+01:00,44.11,44.11,44.11,0.2,2021-03-05 00:15:00
2021-03-04 20:15:00+01:00,44.11,44.11,44.11,0.0,2021-03-05 00:15:00
2021-03-04 20:30:00+01:00,42.82,41.8,41.8,2.35,2021-03-05 00:15:00
2021-03-04 20:45:00+01:00,41.8,41.74,41.74,3.75,2021-03-05 00:15:00
2021-03-04 21:00:00+01:00,42.17,41.86,42.0,1.925,2021-03-05 00:15:00
2021-03-04 21:15:00+01:00,42.51,41.81,42.18,1.475,2021-03-05 00:15:00
2021-03-04 21:30:00+01:00,42.2,41.43,41.53,3.925,2021-03-05 00:15:00
2021-03-04 21:45:00+01:00,42.1,39.51,42.09,28.15,2021-03-05 00:15:00
2021-03-04 22:00:00+01:00,45.34,41.7,44.91,11.9,2021-03-05 00:15:00
2021-03-04 22:15:00+01:00,44.41,42.24,43.69,13.475,2021-03-05 00:15:00
2021-03-04 22:30:00+01:00,44.51,40.82,41.14,10.9,2021-03-05 00:15:00
2021-03-04 22:45:00+01:00,41.02,40.0,40.68,22.225,2021-03-05 00:15:00
2021-03-04 23:00:00+01:00,41.02,40.0,40.68,0.0,2021-03-05 00:15:00
2021-03-04 23:15:00+01:00,41.02,40.0,40.68,0.0,2021-03-05 00:15:00
2021-03-04 23:30:00+01:00,41.02,40.0,40.68,0.0,2021-03-05 00:15:00
2021-03-04 23:45:00+01:00,41.02,40.0,40.68,0.0,2021-03-05 00:15:00
2021-03-11 18:00:00+01:00,45.83,42.05,42.27,6.6,2021-03-12 00:15:00
2021-03-11 18:15:00+01:00,43.03,42.0,42.61,3.6,2021-03-12 00:15:00
2021-03-11 18:30:00+01:00,43.81,41.97,42.2,0.5,2021-03-12 00:15:00
2021-03-11 18:45:00+01:00,43.81,41.97,42.2,0.0,2021-03-12 00:15:00
2021-03-11 19:00:00+01:00,44.35,40.2,40.2,18.45,2021-03-12 00:15:00
2021-03-11 19:15:00+01:00,44.35,40.2,40.2,0.0,2021-03-12 00:15:00
2021-03-11 19:30:00+01:00,39.8,37.98,37.98,5.425,2021-03-12 00:15:00
2021-03-11 19:45:00+01:00,41.56,37.92,37.92,18.425,2021-03-12 00:15:00
2021-03-11 20:00:00+01:00,41.86,38.24,38.26,12.5,2021-03-12 00:15:00
2021-03-11 20:15:00+01:00,39.38,37.89,37.89,5.15,2021-03-12 00:15:00
2021-03-11 20:30:00+01:00,38.86,37.94,37.94,0.7,2021-03-12 00:15:00
2021-03-11 20:45:00+01:00,38.42,37.17,37.17,12.3,2021-03-12 00:15:00
2021-03-11 21:00:00+01:00,37.15,32.25,32.34,19.15,2021-03-12 00:15:00
2021-03-11 21:15:00+01:00,37.4,32.8,37.07,26.5,2021-03-12 00:15:00
2021-03-11 21:30:00+01:00,37.3,35.99,36.01,4.625,2021-03-12 00:15:00
2021-03-11 21:45:00+01:00,39.91,36.23,39.91,12.775,2021-03-12 00:15:00
2021-03-11 22:00:00+01:00,40.89,39.61,39.61,11.6,2021-03-12 00:15:00
2021-03-11 22:15:00+01:00,39.86,35.33,36.22,26.2,2021-03-12 00:15:00
2021-03-11 22:30:00+01:00,35.81,33.79,34.11,11.325,2021-03-12 00:15:00
2021-03-11 22:45:00+01:00,35.65,32.42,34.77,19.8,2021-03-12 00:15:00
2021-03-11 23:00:00+01:00,35.65,32.42,34.77,0.0,2021-03-12 00:15:00
2021-03-11 23:15:00+01:00,35.65,32.42,34.77,0.0,2021-03-12 00:15:00
2021-03-11 23:30:00+01:00,35.65,32.42,34.77,0.0,2021-03-12 00:15:00
2021-03-11 23:45:00+01:00,35.65,32.42,34.77,0.0,2021-03-12 00:15:00
2021-03-18 18:00:00+01:00,73.99,63.9,72.5,0.35,2021-03-19 00:15:00
2021-03-18 18:15:00+01:00,74.22,73.85,74.22,1.325,2021-03-19 00:15:00
2021-03-18 18:30:00+01:00,75.61,74.82,75.61,1.0,2021-03-19 00:15:00
2021-03-18 18:45:00+01:00,75.61,74.82,75.61,0.0,2021-03-19 00:15:00
2021-03-18 19:00:00+01:00,75.61,74.82,75.61,0.0,2021-03-19 00:15:00
2021-03-18 19:15:00+01:00,75.8,75.48,75.8,1.325,2021-03-19 00:15:00
2021-03-18 19:30:00+01:00,76.0,75.58,76.0,2.4,2021-03-19 00:15:00
2021-03-18 19:45:00+01:00,77.6,75.75,77.6,3.25,2021-03-19 00:15:00
2021-03-18 20:00:00+01:00,77.6,75.75,77.6,0.0,2021-03-19 00:15:00
2021-03-18 20:15:00+01:00,81.3,77.66,81.3,6.925,2021-03-19 00:15:00
2021-03-18 20:30:00+01:00,81.9,80.0,81.9,5.95,2021-03-19 00:15:00
2021-03-18 20:45:00+01:00,82.22,81.13,82.0,1.625,2021-03-19 00:15:00
2021-03-18 21:00:00+01:00,84.7,81.35,84.7,17.1,2021-03-19 00:15:00
2021-03-18 21:15:00+01:00,87.5,85.7,87.28,22.95,2021-03-19 00:15:00
2021-03-18 21:30:00+01:00,87.66,84.36,84.36,9.825,2021-03-19 00:15:00
2021-03-18 21:45:00+01:00,84.5,83.4,84.49,10.925,2021-03-19 00:15:00
2021-03-18 22:00:00+01:00,83.81,79.99,80.09,9.575,2021-03-19 00:15:00
2021-03-18 22:15:00+01:00,81.8,80.0,80.0,17.325,2021-03-19 00:15:00
2021-03-18 22:30:00+01:00,78.05,72.0,72.0,17.4,2021-03-19 00:15:00
2021-03-18 22:45:00+01:00,71.99,69.97,71.0,16.6,2021-03-19 00:15:00
2021-03-18 23:00:00+01:00,71.99,69.97,71.0,0.0,2021-03-19 00:15:00
2021-03-18 23:15:00+01:00,71.99,69.97,71.0,0.0,2021-03-19 00:15:00
2021-03-18 23:30:00+01:00,71.99,69.97,71.0,0.0,2021-03-19 00:15:00
2021-03-18 23:45:00+01:00,71.99,69.97,71.0,0.0,2021-03-19 00:15:00
2021-03-25 18:30:00+01:00,67.55,67.13,67.55,1.975,2021-03-26 00:15:00
2021-03-25 18:45:00+01:00,64.9,64.0,64.0,11.75,2021-03-26 00:15:00
2021-03-25 19:00:00+01:00,64.0,63.02,64.0,7.475,2021-03-26 00:15:00
2021-03-25 19:15:00+01:00,64.0,63.9,64.0,1.575,2021-03-26 00:15:00
2021-03-25 19:30:00+01:00,66.65,65.62,65.7,6.35,2021-03-26 00:15:00
2021-03-25 19:45:00+01:00,65.17,63.9,65.07,7.5,2021-03-26 00:15:00
2021-03-25 20:00:00+01:00,66.4,60.42,63.0,15.15,2021-03-26 00:15:00
2021-03-25 20:15:00+01:00,63.0,60.2,61.68,8.15,2021-03-26 00:15:00
2021-03-25 20:30:00+01:00,60.4,59.5,59.87,4.85,2021-03-26 00:15:00
2021-03-25 20:45:00+01:00,59.92,55.0,55.0,15.0,2021-03-26 00:15:00
2021-03-25 21:00:00+01:00,56.52,51.0,51.55,29.3,2021-03-26 00:15:00
2021-03-25 21:15:00+01:00,53.91,52.58,52.98,12.775,2021-03-26 00:15:00
2021-03-25 21:30:00+01:00,54.45,52.91,54.45,12.475,2021-03-26 00:15:00
2021-03-25 21:45:00+01:00,55.83,54.23,55.83,8.075,2021-03-26 00:15:00
2021-03-25 22:00:00+01:00,59.67,55.5,58.81,16.375,2021-03-26 00:15:00
2021-03-25 22:15:00+01:00,64.54,58.66,62.27,29.925,2021-03-26 00:15:00
2021-03-25 22:30:00+01:00,63.09,61.0,61.79,37.3,2021-03-26 00:15:00
2021-03-25 22:45:00+01:00,62.49,61.0,61.73,36.25,2021-03-26 00:15:00
2021-03-25 23:00:00+01:00,62.49,61.0,61.73,0.0,2021-03-26 00:15:00
2021-03-25 23:15:00+01:00,62.49,61.0,61.73,0.0,2021-03-26 00:15:00
2021-03-25 23:30:00+01:00,62.49,61.0,61.73,0.0,2021-03-26 00:15:00
2021-03-25 23:45:00+01:00,62.49,61.0,61.73,0.0,2021-03-26 00:15:00
2021-04-01 18:00:00+02:00,55.02,54.88,55.02,0.85,2021-04-02 00:15:00
2021-04-01 18:15:00+02:00,55.02,54.88,55.02,0.0,2021-04-02 00:15:00
2021-04-01 18:30:00+02:00,55.02,54.88,55.02,0.0,2021-04-02 00:15:00
2021-04-01 18:45:00+02:00,55.02,54.88,55.02,0.0,2021-04-02 00:15:00
2021-04-01 19:00:00+02:00,55.02,54.88,55.02,0.0,2021-04-02 00:15:00
2021-04-01 19:15:00+02:00,53.9,53.8,53.8,2.0,2021-04-02 00:15:00
2021-04-01 19:30:00+02:00,53.72,53.7,53.72,3.0,2021-04-02 00:15:00
2021-04-01 19:45:00+02:00,53.52,53.4,53.4,3.625,2021-04-02 00:15:00
2021-04-01 20:00:00+02:00,53.4,53.4,53.4,0.175,2021-04-02 00:15:00
2021-04-01 20:15:00+02:00,53.4,52.2,52.2,1.3,2021-04-02 00:15:00
2021-04-01 20:30:00+02:00,52.18,50.74,50.74,1.4,2021-04-02 00:15:00
2021-04-01 20:45:00+02:00,51.82,50.47,51.7,0.5499999999999999,2021-04-02 00:15:00
2021-04-01 21:00:00+02:00,50.87,48.81,48.81,8.825,2021-04-02 00:15:00
2021-04-01 21:15:00+02:00,49.68,48.91,49.24,4.375,2021-04-02 00:15:00
2021-04-01 21:30:00+02:00,49.55,48.92,49.23,5.1,2021-04-02 00:15:00
2021-04-01 21:45:00+02:00,56.95,49.23,54.15,28.825,2021-04-02 00:15:00
2021-04-01 22:00:00+02:00,54.65,53.9,54.38,17.2,2021-04-02 00:15:00
2021-04-01 22:15:00+02:00,54.75,52.81,52.92,23.150000000000002,2021-04-02 00:15:00
2021-04-01 22:30:00+02:00,57.0,52.92,56.65,13.925,2021-04-02 00:15:00
2021-04-01 22:45:00+02:00,56.99,50.95,55.99,43.2,2021-04-02 00:15:00
2021-04-01 23:00:00+02:00,56.99,50.95,55.99,0.0,2021-04-02 00:15:00
2021-04-01 23:15:00+02:00,56.99,50.95,55.99,0.0,2021-04-02 00:15:00
2021-04-01 23:30:00+02:00,56.99,50.95,55.99,0.0,2021-04-02 00:15:00
2021-04-01 23:45:00+02:00,56.99,50.95,55.99,0.0,2021-04-02 00:15:00
2021-04-08 18:00:00+02:00,47.48,44.18,44.5,5.35,2021-04-09 00:15:00
2021-04-08 18:15:00+02:00,44.95,43.17,43.17,2.5749999999999997,2021-04-09 00:15:00
2021-04-08 18:30:00+02:00,45.53,44.9,45.53,1.35,2021-04-09 00:15:00
2021-04-08 18:45:00+02:00,45.9,45.9,45.9,2.5,2021-04-09 00:15:00
2021-04-08 19:00:00+02:00,47.71,47.05,47.71,1.225,2021-04-09 00:15:00
2021-04-08 19:15:00+02:00,49.21,47.45,48.0,1.75,2021-04-09 00:15:00
2021-04-08 19:30:00+02:00,50.65,47.19,47.19,8.15,2021-04-09 00:15:00
