tgt_close_t-12,tgt_close_t-11,tgt_close_t-10,tgt_close_t-9,tgt_close_t-8,tgt_close_t-7,tgt_close_t-6,tgt_close_t-5,tgt_close_t-4,tgt_close_t-3,tgt_close_t-2,tgt_close_t-1,wind_actual_exc-15m,solar_actual_exc-15m,load_actual_exc-15m,neigh1_close_t-12,neigh1_close_t-11,neigh1_close_t-10,neigh1_close_t-9,neigh1_close_t-8,neigh1_close_t-7,neigh1_close_t-6,neigh1_close_t-5,neigh1_close_t-4,neigh1_close_t-3,neigh1_close_t-2,neigh1_close_t-1,neigh2_close_t-12,neigh2_close_t-11,neigh2_close_t-10,neigh2_close_t-9,neigh2_close_t-8,neigh2_close_t-7,neigh2_close_t-6,neigh2_close_t-5,neigh2_close_t-4,neigh2_close_t-3,neigh2_close_t-2,neigh2_close_t-1,neigh3_close_t-12,neigh3_close_t-11,neigh3_close_t-10,neigh3_close_t-9,neigh3_close_t-8,neigh3_close_t-7,neigh3_close_t-6,neigh3_close_t-5,neigh3_close_t-4,neigh3_close_t-3,neigh3_close_t-2,neigh3_close_t-1,wind_forecast_t-0m,wind_forecast_t-15m,wind_forecast_t-30m,wind_forecast_t-45m,wind_forecast_t-60m,wind_forecast_t-1d-0m,wind_forecast_t-1d-15m,wind_forecast_t-1d-30m,wind_forecast_t-1d-45m,wind_forecast_t-1d-60m,solar_forecast_t-0m,solar_forecast_t-15m,solar_forecast_t-30m,solar_forecast_t-45m,solar_forecast_t-60m,solar_forecast_t-1d-0m,solar_forecast_t-1d-15m,solar_forecast_t-1d-30m,solar_forecast_t-1d-45m,solar_forecast_t-1d-60m,load_forecast_t-0m,load_forecast_t-15m,load_forecast_t-30m,load_forecast_t-45m,load_forecast_t-60m,load_forecast_t-1d-0m,load_forecast_t-1d-15m,load_forecast_t-1d-30m,load_forecast_t-1d-45m,load_forecast_t-1d-60m,wind_actual_t-1d-0m,wind_actual_t-1d-15m,wind_actual_t-1d-30m,wind_actual_t-1d-45m,wind_actual_t-1d-60m,solar_actual_t-1d-0m,solar_actual_t-1d-15m,solar_actual_t-1d-30m,solar_actual_t-1d-45m,solar_actual_t-1d-60m,load_actual_t-1d-0m,load_actual_t-1d-15m,load_actual_t-1d-30m,load_actual_t-1d-45m,load_actual_t-1d-60m,day_ahead_price,delivery_time,execution_hour,target_close
-16.1,-15.85,-15.5,-16.67,,,,,,,,,,,,,-1.0,-1.87,-1.43,,,,,,,,,-12.05,-12.38,-14.2,-15.19,,,,,,,,,,-12.9,-11.8,-13.05,,,,,,,,,44513.0,44526.0,44521.0,44510.0,44509.0,33407.0,33069.0,32686.0,32354.0,32108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35160.0,35083.0,35327.0,35918.0,35873.0,36727.0,37121.0,37085.0,37757.0,37931.0,32087.0,32348.0,32567.0,32817.0,32710.0,3.0,3.0,3.0,4.0,3.0,37546.0,37657.0,37800.0,37990.0,38168.0,-30.4,2023-12-25 04:15:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44513.0,44526.0,44521.0,44510.0,44509.0,33407.0,33069.0,32686.0,32354.0,32108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35160.0,35083.0,35327.0,35918.0,35873.0,36727.0,37121.0,37085.0,37757.0,37931.0,32087.0,32348.0,32567.0,32817.0,32710.0,3.0,3.0,3.0,4.0,3.0,37546.0,37657.0,37800.0,37990.0,38168.0,-30.4,2023-12-25 04:15:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44513.0,44526.0,44521.0,44510.0,44509.0,33407.0,33069.0,32686.0,32354.0,32108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35160.0,35083.0,35327.0,35918.0,35873.0,36727.0,37121.0,37085.0,37757.0,37931.0,32087.0,32348.0,32567.0,32817.0,32710.0,3.0,3.0,3.0,4.0,3.0,37546.0,37657.0,37800.0,37990.0,38168.0,-30.4,2023-12-25 04:15:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44513.0,44526.0,44521.0,44510.0,44509.0,33407.0,33069.0,32686.0,32354.0,32108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35160.0,35083.0,35327.0,35918.0,35873.0,36727.0,37121.0,37085.0,37757.0,37931.0,32087.0,32348.0,32567.0,32817.0,32710.0,3.0,3.0,3.0,4.0,3.0,37546.0,37657.0,37800.0,37990.0,38168.0,-30.4,2023-12-25 04:15:00,2023-12-25 04:00:00,
-8.6,-8.6,-9.3,-12.79,-14.1,-16.42,-13.7,-12.1,-12.05,-12.38,-14.2,-15.19,,,,-0.12,-0.12,-0.68,-2.75,-0.25,-0.09,0.3,2.0,,-1.0,-1.87,-1.43,-9.82,-11.08,-13.6,-14.88,-13.6,-14.77,-14.0,-13.89,-16.1,-15.85,-15.5,-16.67,-9.81,-9.81,-13.6,-13.2,-13.1,-13.2,-12.6,-11.46,,-12.9,-11.8,-13.05,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-24 23:00:00,
-14.1,-16.42,-13.7,-12.1,-12.05,-12.38,-14.2,-15.19,,,,,,,,-0.25,-0.09,0.3,2.0,,-1.0,-1.87,-1.43,,,,,-13.6,-14.77,-14.0,-13.89,-16.1,-15.85,-15.5,-16.67,,,,,-13.1,-13.2,-12.6,-11.46,,-12.9,-11.8,-13.05,,,,,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-25 00:00:00,
-12.05,-12.38,-14.2,-15.19,,,,,,,,,,,,,-1.0,-1.87,-1.43,,,,,,,,,-16.1,-15.85,-15.5,-16.67,,,,,,,,,,-12.9,-11.8,-13.05,,,,,,,,,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44457.0,44513.0,44526.0,44516.0,44510.0,33721.0,33407.0,33069.0,32686.0,32354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,35160.0,35083.0,35323.0,35918.0,36489.0,36727.0,37121.0,37085.0,37757.0,33625.0,32087.0,32348.0,32567.0,32817.0,4.0,3.0,3.0,3.0,4.0,37802.0,37546.0,37657.0,37800.0,37990.0,-33.1,2023-12-25 04:30:00,2023-12-25 04:00:00,
-9.21,-12.29,-12.29,-12.29,-9.81,-9.81,-13.6,-13.2,-13.1,-13.2,-12.6,-11.46,,,,-3.08,-3.08,,,-0.12,-0.12,-0.68,-2.75,-0.25,-0.09,0.3,2.0,-10.45,-10.45,-10.45,-13.49,-9.82,-11.08,-13.6,-14.88,-13.6,-14.77,-14.0,-13.89,-6.93,-6.93,-6.93,-6.93,-8.6,-8.6,-9.3,-12.79,-14.1,-16.42,-13.7,-12.1,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-24 22:00:00,
-9.81,-9.81,-13.6,-13.2,-13.1,-13.2,-12.6,-11.46,,-12.9,-11.8,-13.05,,,,-0.12,-0.12,-0.68,-2.75,-0.25,-0.09,0.3,2.0,,-1.0,-1.87,-1.43,-9.82,-11.08,-13.6,-14.88,-13.6,-14.77,-14.0,-13.89,-16.1,-15.85,-15.5,-16.67,-8.6,-8.6,-9.3,-12.79,-14.1,-16.42,-13.7,-12.1,-12.05,-12.38,-14.2,-15.19,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-24 23:00:00,
-13.1,-13.2,-12.6,-11.46,,-12.9,-11.8,-13.05,,,,,,,,-0.25,-0.09,0.3,2.0,,-1.0,-1.87,-1.43,,,,,-13.6,-14.77,-14.0,-13.89,-16.1,-15.85,-15.5,-16.67,,,,,-14.1,-16.42,-13.7,-12.1,-12.05,-12.38,-14.2,-15.19,,,,,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-25 00:00:00,
,-12.9,-11.8,-13.05,,,,,,,,,,,,,-1.0,-1.87,-1.43,,,,,,,,,-16.1,-15.85,-15.5,-16.67,,,,,,,,,-12.05,-12.38,-14.2,-15.19,,,,,,,,,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44408.0,44513.0,44526.0,44521.0,44516.0,34145.0,33721.0,33407.0,33069.0,32686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34616.0,35160.0,35083.0,35327.0,35323.0,36065.0,36489.0,36727.0,37121.0,37085.0,33836.0,33625.0,32087.0,32348.0,32567.0,3.0,4.0,3.0,3.0,3.0,37663.0,37802.0,37546.0,37657.0,37800.0,-26.2,2023-12-25 04:45:00,2023-12-25 04:00:00,
-2.41,-2.41,-11.4,-11.4,-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,,,,-7.5,-7.5,-11.6,-13.52,-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,-2.89,-2.89,-1.1,-1.1,-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,-3.33,-3.33,-2.07,-2.07,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-24 23:00:00,
-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,,,,,,,,-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,,,,,-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,,,,,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,,,,,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-25 00:00:00,
-16.86,-12.68,-13.08,-15.53,,,,,,,,,,,,-15.0,-13.58,-13.3,-13.25,,,,,,,,,-0.88,-4.45,-4.4,-3.89,,,,,,,,,0.46,3.89,0.59,0.59,,,,,,,,,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44457.0,44513.0,44526.0,44521.0,34646.0,34145.0,33721.0,33407.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34978.0,35160.0,35083.0,35327.0,35967.0,36065.0,36489.0,36727.0,37121.0,33536.0,33836.0,33625.0,32087.0,32348.0,3.0,3.0,4.0,3.0,3.0,37643.0,37663.0,37802.0,37546.0,37657.0,-35.8,2023-12-25 05:00:00,2023-12-25 04:00:00,
-7.5,-7.5,-11.6,-13.52,-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,,,,-2.41,-2.41,-11.4,-11.4,-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,-2.89,-2.89,-1.1,-1.1,-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,-3.33,-3.33,-2.07,-2.07,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-24 23:00:00,
-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,,,,,,,,-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,,,,,-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,,,,,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 00:00:00,
-15.0,-13.58,-13.3,-13.25,,,,,,,,,,,,-16.86,-12.68,-13.08,-15.53,,,,,,,,,-0.88,-4.45,-4.4,-3.89,,,,,,,,,0.46,3.89,0.59,0.59,,,,,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 04:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44355.0,44408.0,44457.0,44513.0,44526.0,35150.0,34646.0,34145.0,33721.0,33069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34909.0,34616.0,34978.0,35160.0,35083.0,36052.0,35967.0,36065.0,36489.0,37121.0,33850.0,33536.0,33836.0,33625.0,32348.0,3.0,3.0,3.0,4.0,3.0,37609.0,37643.0,37663.0,37802.0,37657.0,-34.9,2023-12-25 05:15:00,2023-12-25 05:00:00,
-2.89,-2.89,-1.1,-1.1,-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,,,,-2.41,-2.41,-11.4,-11.4,-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,-7.5,-7.5,-11.6,-13.52,-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,-3.33,-3.33,-2.07,-2.07,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-24 23:00:00,
-1.1,-1.1,-1.75,-1.75,-0.88,-4.45,-4.4,-3.89,,,,,,,,-10.41,-10.72,-10.62,-10.62,-16.86,-12.68,-13.08,-15.53,,,,,-13.62,-13.62,-11.5,-13.82,-15.0,-13.58,-13.3,-13.25,,,,,-2.03,-2.03,-2.03,-2.2,0.46,3.89,0.59,0.59,,,,,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-25 00:00:00,
-0.88,-4.45,-4.4,-3.89,,,,,,,,,,,,-16.86,-12.68,-13.08,-15.53,,,,,,,,,-15.0,-13.58,-13.3,-13.25,,,,,,,,,0.46,3.89,0.59,0.59,,,,,,,,,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-25 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-25 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-25 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44207.0,44355.0,44408.0,44457.0,44513.0,35585.0,35150.0,34646.0,34145.0,33407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35103.0,34909.0,34616.0,34978.0,35160.0,36124.0,36052.0,35967.0,36065.0,36727.0,33451.0,33850.0,33536.0,33836.0,32087.0,3.0,3.0,3.0,3.0,3.0,37871.0,37609.0,37643.0,37663.0,37546.0,-24.9,2023-12-25 05:30:00,2023-12-25 04:00:00,
