tgt_close_t-12,tgt_close_t-11,tgt_close_t-10,tgt_close_t-9,tgt_close_t-8,tgt_close_t-7,tgt_close_t-6,tgt_close_t-5,tgt_close_t-4,tgt_close_t-3,tgt_close_t-2,tgt_close_t-1,wind_actual_exc-15m,solar_actual_exc-15m,load_actual_exc-15m,neigh1_close_t-12,neigh1_close_t-11,neigh1_close_t-10,neigh1_close_t-9,neigh1_close_t-8,neigh1_close_t-7,neigh1_close_t-6,neigh1_close_t-5,neigh1_close_t-4,neigh1_close_t-3,neigh1_close_t-2,neigh1_close_t-1,neigh2_close_t-12,neigh2_close_t-11,neigh2_close_t-10,neigh2_close_t-9,neigh2_close_t-8,neigh2_close_t-7,neigh2_close_t-6,neigh2_close_t-5,neigh2_close_t-4,neigh2_close_t-3,neigh2_close_t-2,neigh2_close_t-1,neigh3_close_t-12,neigh3_close_t-11,neigh3_close_t-10,neigh3_close_t-9,neigh3_close_t-8,neigh3_close_t-7,neigh3_close_t-6,neigh3_close_t-5,neigh3_close_t-4,neigh3_close_t-3,neigh3_close_t-2,neigh3_close_t-1,wind_forecast_t-0m,wind_forecast_t-15m,wind_forecast_t-30m,wind_forecast_t-45m,wind_forecast_t-60m,wind_forecast_t-1d-0m,wind_forecast_t-1d-15m,wind_forecast_t-1d-30m,wind_forecast_t-1d-45m,wind_forecast_t-1d-60m,solar_forecast_t-0m,solar_forecast_t-15m,solar_forecast_t-30m,solar_forecast_t-45m,solar_forecast_t-60m,solar_forecast_t-1d-0m,solar_forecast_t-1d-15m,solar_forecast_t-1d-30m,solar_forecast_t-1d-45m,solar_forecast_t-1d-60m,load_forecast_t-0m,load_forecast_t-15m,load_forecast_t-30m,load_forecast_t-45m,load_forecast_t-60m,load_forecast_t-1d-0m,load_forecast_t-1d-15m,load_forecast_t-1d-30m,load_forecast_t-1d-45m,load_forecast_t-1d-60m,wind_actual_t-1d-0m,wind_actual_t-1d-15m,wind_actual_t-1d-30m,wind_actual_t-1d-45m,wind_actual_t-1d-60m,solar_actual_t-1d-0m,solar_actual_t-1d-15m,solar_actual_t-1d-30m,solar_actual_t-1d-45m,solar_actual_t-1d-60m,load_actual_t-1d-0m,load_actual_t-1d-15m,load_actual_t-1d-30m,load_actual_t-1d-45m,load_actual_t-1d-60m,day_ahead_price,delivery_time,execution_hour,target_close
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97,112.97,112.97,,,,,,,,,,,,,17619.0,17439.0,17302.0,17138.0,17001.0,37692.0,37723.0,37922.0,38135.0,38206.0,2536.0,3382.0,4274.0,5214.0,6192.0,293.0,649.0,1294.0,2235.0,3396.0,51167.0,51029.0,50372.0,49875.0,49439.0,54195.0,54037.0,53396.0,53009.0,52786.0,36113.0,36100.0,36219.0,36445.0,36582.0,285.0,821.0,1615.0,2612.0,3945.0,53760.0,53451.0,52424.0,51769.0,51895.0,0.0,2023-03-26 18:15:00,2023-03-26 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97,112.97,112.97,,,,,,,,,,,,,,,,,17619.0,17439.0,17302.0,17138.0,17001.0,37692.0,37723.0,37922.0,38135.0,38206.0,2536.0,3382.0,4274.0,5214.0,6192.0,293.0,649.0,1294.0,2235.0,3396.0,51167.0,51029.0,50372.0,49875.0,49439.0,54195.0,54037.0,53396.0,53009.0,52786.0,36113.0,36100.0,36219.0,36445.0,36582.0,285.0,821.0,1615.0,2612.0,3945.0,53760.0,53451.0,52424.0,51769.0,51895.0,0.0,2023-03-26 18:15:00,2023-03-26 03:00:00,
99.12,101.12,101.12,101.12,103.52,104.83,104.83,104.83,118.4,118.4,118.4,118.4,,,,92.02,92.52,92.52,92.52,92.52,92.53,92.53,92.53,105.89,101.15,101.15,101.15,98.62,99.4,99.4,99.4,101.5,101.78,101.78,101.78,107.83,100.18,100.18,100.18,108.9,110.77,110.77,110.77,112.82,114.17,114.17,114.17,119.97,119.97,119.97,119.97,17815.0,17619.0,17439.0,17302.0,17138.0,37741.0,37692.0,37723.0,37922.0,38135.0,1745.0,2536.0,3382.0,4274.0,5214.0,103.0,293.0,649.0,1294.0,2235.0,51415.0,51167.0,51029.0,50372.0,49875.0,54683.0,54195.0,54037.0,53396.0,53009.0,36654.0,36113.0,36100.0,36219.0,36445.0,52.0,285.0,821.0,1615.0,2612.0,54103.0,53760.0,53451.0,52424.0,51769.0,298.01,2023-03-26 18:30:00,2023-03-25 23:00:00,
103.52,104.83,104.83,104.83,118.4,118.4,118.4,118.4,,,,,,,,92.52,92.53,92.53,92.53,105.89,101.15,101.15,101.15,,,,,101.5,101.78,101.78,101.78,107.83,100.18,100.18,100.18,,,,,112.82,114.17,114.17,114.17,119.97,119.97,119.97,119.97,,,,,17815.0,17619.0,17439.0,17302.0,17138.0,37741.0,37692.0,37723.0,37922.0,38135.0,1745.0,2536.0,3382.0,4274.0,5214.0,103.0,293.0,649.0,1294.0,2235.0,51415.0,51167.0,51029.0,50372.0,49875.0,54683.0,54195.0,54037.0,53396.0,53009.0,36654.0,36113.0,36100.0,36219.0,36445.0,52.0,285.0,821.0,1615.0,2612.0,54103.0,53760.0,53451.0,52424.0,51769.0,298.01,2023-03-26 18:30:00,2023-03-26 00:00:00,
118.4,118.4,118.4,118.4,,,,,,,,,,,,105.89,101.15,101.15,101.15,,,,,,,,,107.83,100.18,100.18,100.18,,,,,,,,,119.97,119.97,119.97,119.97,,,,,,,,,17815.0,17619.0,17439.0,17302.0,17138.0,37741.0,37692.0,37723.0,37922.0,38135.0,1745.0,2536.0,3382.0,4274.0,5214.0,103.0,293.0,649.0,1294.0,2235.0,51415.0,51167.0,51029.0,50372.0,49875.0,54683.0,54195.0,54037.0,53396.0,53009.0,36654.0,36113.0,36100.0,36219.0,36445.0,52.0,285.0,821.0,1615.0,2612.0,54103.0,53760.0,53451.0,52424.0,51769.0,298.01,2023-03-26 18:30:00,2023-03-26 01:00:00,
,,,,,,,,,112.97,112.97,112.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17815.0,17619.0,17439.0,17302.0,17138.0,37741.0,37692.0,37723.0,37922.0,38135.0,1745.0,2536.0,3382.0,4274.0,5214.0,103.0,293.0,649.0,1294.0,2235.0,51415.0,51167.0,51029.0,50372.0,49875.0,54683.0,54195.0,54037.0,53396.0,53009.0,36654.0,36113.0,36100.0,36219.0,36445.0,52.0,285.0,821.0,1615.0,2612.0,54103.0,53760.0,53451.0,52424.0,51769.0,298.01,2023-03-26 18:30:00,2023-03-26 02:00:00,
108.9,110.77,110.77,110.77,112.82,114.17,114.17,114.17,119.97,119.97,119.97,119.97,,,,92.02,92.52,92.52,92.52,92.52,92.53,92.53,92.53,105.89,101.15,101.15,101.15,98.62,99.4,99.4,99.4,101.5,101.78,101.78,101.78,107.83,100.18,100.18,100.18,99.12,101.12,101.12,101.12,103.52,104.83,104.83,104.83,118.4,118.4,118.4,118.4,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-25 23:00:00,
112.82,114.17,114.17,114.17,119.97,119.97,119.97,119.97,,,,,,,,92.52,92.53,92.53,92.53,105.89,101.15,101.15,101.15,,,,,101.5,101.78,101.78,101.78,107.83,100.18,100.18,100.18,,,,,103.52,104.83,104.83,104.83,118.4,118.4,118.4,118.4,,,,,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 00:00:00,
119.97,119.97,119.97,119.97,,,,,,,,,,,,105.89,101.15,101.15,101.15,,,,,,,,,107.83,100.18,100.18,100.18,,,,,,,,,118.4,118.4,118.4,118.4,,,,,,,,,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97,112.97,112.97,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97,112.97,112.97,,,,,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97,112.97,112.97,,,,,112.97,112.97,111.99,111.99,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 04:00:00,
,,,,,,,,,,,,,,,,,,,,,,,97.03,97.03,96.98,96.98,,,,,,,,,105.79,101.37,101.37,101.37,,,,,112.97,112.97,111.99,111.99,114.69,114.69,114.69,114.69,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 05:00:00,
,,,,,,,,,,,,,,,,,,,97.03,97.03,96.98,96.98,96.98,96.98,96.98,96.98,,,,,105.79,101.37,101.37,101.37,101.37,101.37,101.37,101.37,112.97,112.97,111.99,111.99,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 06:00:00,
,,,,,,,,,,,,,,,97.03,97.03,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.99,96.99,96.99,105.79,101.37,101.37,101.37,101.37,101.37,101.37,101.37,100.97,100.97,100.97,100.97,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,111.72,111.72,111.72,111.72,18016.0,17815.0,17619.0,17439.0,17302.0,37690.0,37741.0,37692.0,37723.0,37922.0,1095.0,1745.0,2536.0,3382.0,4274.0,49.0,103.0,293.0,649.0,1294.0,51828.0,51415.0,51167.0,51029.0,50372.0,55065.0,54683.0,54195.0,54037.0,53396.0,36734.0,36654.0,36113.0,36100.0,36219.0,11.0,52.0,285.0,821.0,1615.0,54307.0,54103.0,53760.0,53451.0,52424.0,83.89,2023-03-26 18:45:00,2023-03-26 07:00:00,
110.96,110.96,110.66,110.66,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,,,,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,103.76,103.76,112.66,112.66,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,18196.0,18016.0,17815.0,17619.0,17439.0,37644.0,37690.0,37741.0,37692.0,37723.0,621.0,1095.0,1745.0,2536.0,3382.0,0.0,49.0,103.0,293.0,649.0,52293.0,51828.0,51415.0,51167.0,51029.0,55145.0,55065.0,54683.0,54195.0,54037.0,37189.0,36734.0,36654.0,36113.0,36100.0,7.0,11.0,52.0,285.0,821.0,54565.0,54307.0,54103.0,53760.0,53451.0,-14.03,2023-03-26 19:00:00,2023-03-25 23:00:00,
110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,,,,,,,,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,,,,,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,,,,,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,,,,,18196.0,18016.0,17815.0,17619.0,17439.0,37644.0,37690.0,37741.0,37692.0,37723.0,621.0,1095.0,1745.0,2536.0,3382.0,0.0,49.0,103.0,293.0,649.0,52293.0,51828.0,51415.0,51167.0,51029.0,55145.0,55065.0,54683.0,54195.0,54037.0,37189.0,36734.0,36654.0,36113.0,36100.0,7.0,11.0,52.0,285.0,821.0,54565.0,54307.0,54103.0,53760.0,53451.0,-14.03,2023-03-26 19:00:00,2023-03-26 00:00:00,
124.95,124.95,124.95,124.95,,,,,,,,,,,,128.74,128.74,128.74,128.74,,,,,,,,,122.37,122.37,122.37,122.37,,,,,,,,,122.72,122.72,122.72,122.72,,,,,,,,,18196.0,18016.0,17815.0,17619.0,17439.0,37644.0,37690.0,37741.0,37692.0,37723.0,621.0,1095.0,1745.0,2536.0,3382.0,0.0,49.0,103.0,293.0,649.0,52293.0,51828.0,51415.0,51167.0,51029.0,55145.0,55065.0,54683.0,54195.0,54037.0,37189.0,36734.0,36654.0,36113.0,36100.0,7.0,11.0,52.0,285.0,821.0,54565.0,54307.0,54103.0,53760.0,53451.0,-14.03,2023-03-26 19:00:00,2023-03-26 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,118.24,118.24,118.24,118.24,,,,,,,,,,,,,,,,,,,,,,,,,18196.0,18016.0,17815.0,17619.0,17439.0,37644.0,37690.0,37741.0,37692.0,37723.0,621.0,1095.0,1745.0,2536.0,3382.0,0.0,49.0,103.0,293.0,649.0,52293.0,51828.0,51415.0,51167.0,51029.0,55145.0,55065.0,54683.0,54195.0,54037.0,37189.0,36734.0,36654.0,36113.0,36100.0,7.0,11.0,52.0,285.0,821.0,54565.0,54307.0,54103.0,53760.0,53451.0,-14.03,2023-03-26 19:00:00,2023-03-26 02:00:00,
112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,,,,110.96,110.96,110.66,110.66,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,103.76,103.76,112.66,112.66,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,18516.0,18196.0,18016.0,17815.0,17619.0,37637.0,37644.0,37690.0,37741.0,37692.0,314.0,621.0,1095.0,1745.0,2536.0,0.0,0.0,49.0,103.0,293.0,52146.0,52293.0,51828.0,51415.0,51167.0,55040.0,55145.0,55065.0,54683.0,54195.0,37189.0,37189.0,36734.0,36654.0,36113.0,5.0,7.0,11.0,52.0,285.0,54808.0,54565.0,54307.0,54103.0,53760.0,111.64,2023-03-26 19:15:00,2023-03-25 23:00:00,
112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,,,,,,,,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,,,,,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,,,,,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,,,,,18516.0,18196.0,18016.0,17815.0,17619.0,37637.0,37644.0,37690.0,37741.0,37692.0,314.0,621.0,1095.0,1745.0,2536.0,0.0,0.0,49.0,103.0,293.0,52146.0,52293.0,51828.0,51415.0,51167.0,55040.0,55145.0,55065.0,54683.0,54195.0,37189.0,37189.0,36734.0,36654.0,36113.0,5.0,7.0,11.0,52.0,285.0,54808.0,54565.0,54307.0,54103.0,53760.0,111.64,2023-03-26 19:15:00,2023-03-26 00:00:00,
,,,,,,,,118.24,118.24,118.24,118.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18516.0,18196.0,18016.0,17815.0,17619.0,37637.0,37644.0,37690.0,37741.0,37692.0,314.0,621.0,1095.0,1745.0,2536.0,0.0,0.0,49.0,103.0,293.0,52146.0,52293.0,51828.0,51415.0,51167.0,55040.0,55145.0,55065.0,54683.0,54195.0,37189.0,37189.0,36734.0,36654.0,36113.0,5.0,7.0,11.0,52.0,285.0,54808.0,54565.0,54307.0,54103.0,53760.0,111.64,2023-03-26 19:15:00,2023-03-26 02:00:00,
100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,,,,110.96,110.96,110.66,110.66,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,103.76,103.76,112.66,112.66,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,18856.0,18516.0,18196.0,18016.0,17815.0,37678.0,37637.0,37644.0,37690.0,37741.0,138.0,314.0,621.0,1095.0,1745.0,0.0,0.0,0.0,49.0,103.0,51994.0,52146.0,52293.0,51828.0,51415.0,54856.0,55040.0,55145.0,55065.0,54683.0,37423.0,37189.0,37189.0,36734.0,36654.0,4.0,5.0,7.0,11.0,52.0,54350.0,54808.0,54565.0,54307.0,54103.0,298.07,2023-03-26 19:30:00,2023-03-25 23:00:00,
100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,,,,,,,,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,,,,,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,,,,,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,,,,,18856.0,18516.0,18196.0,18016.0,17815.0,37678.0,37637.0,37644.0,37690.0,37741.0,138.0,314.0,621.0,1095.0,1745.0,0.0,0.0,0.0,49.0,103.0,51994.0,52146.0,52293.0,51828.0,51415.0,54856.0,55040.0,55145.0,55065.0,54683.0,37423.0,37189.0,37189.0,36734.0,36654.0,4.0,5.0,7.0,11.0,52.0,54350.0,54808.0,54565.0,54307.0,54103.0,298.07,2023-03-26 19:30:00,2023-03-26 00:00:00,
122.37,122.37,122.37,122.37,,,,,,,,,,,,124.95,124.95,124.95,124.95,,,,,,,,,128.74,128.74,128.74,128.74,,,,,,,,,122.72,122.72,122.72,122.72,,,,,,,,,18856.0,18516.0,18196.0,18016.0,17815.0,37678.0,37637.0,37644.0,37690.0,37741.0,138.0,314.0,621.0,1095.0,1745.0,0.0,0.0,0.0,49.0,103.0,51994.0,52146.0,52293.0,51828.0,51415.0,54856.0,55040.0,55145.0,55065.0,54683.0,37423.0,37189.0,37189.0,36734.0,36654.0,4.0,5.0,7.0,11.0,52.0,54350.0,54808.0,54565.0,54307.0,54103.0,298.07,2023-03-26 19:30:00,2023-03-26 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.24,118.24,118.24,118.24,,,,,,,,,,,,,18856.0,18516.0,18196.0,18016.0,17815.0,37678.0,37637.0,37644.0,37690.0,37741.0,138.0,314.0,621.0,1095.0,1745.0,0.0,0.0,0.0,49.0,103.0,51994.0,52146.0,52293.0,51828.0,51415.0,54856.0,55040.0,55145.0,55065.0,54683.0,37423.0,37189.0,37189.0,36734.0,36654.0,4.0,5.0,7.0,11.0,52.0,54350.0,54808.0,54565.0,54307.0,54103.0,298.07,2023-03-26 19:30:00,2023-03-26 02:00:00,
103.76,103.76,112.66,112.66,112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,,,,110.96,110.96,110.66,110.66,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-25 23:00:00,
112.66,112.66,112.66,112.66,122.72,122.72,122.72,122.72,,,,,,,,110.66,110.66,110.66,110.15,124.95,124.95,124.95,124.95,,,,,112.86,112.86,112.86,112.86,128.74,128.74,128.74,128.74,,,,,100.66,100.66,100.66,100.66,122.37,122.37,122.37,122.37,,,,,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 00:00:00,
122.72,122.72,122.72,122.72,,,,,,,,,,,,124.95,124.95,124.95,124.95,,,,,,,,,128.74,128.74,128.74,128.74,,,,,,,,,122.37,122.37,122.37,122.37,,,,,,,,,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 01:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.24,118.24,118.24,118.24,,,,,,,,,,,,,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 02:00:00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.24,118.24,118.24,118.24,,,,,,,,,,,,,,,,,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 03:00:00,
,,,,,,,,,,,,,,,,,,,,,,,122.3,122.36,122.36,122.36,118.24,118.24,118.24,118.24,,,,,118.24,118.24,118.24,118.24,,,,,,,,,116.03,116.03,116.03,116.03,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 04:00:00,
,,,,,,,,,,,,,,,,,,,122.3,122.36,122.36,122.36,122.36,122.36,122.36,122.36,,,,,118.24,118.24,118.24,118.24,118.24,118.24,118.24,118.45,,,,,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03,19207.0,18856.0,18516.0,18196.0,18016.0,37711.0,37678.0,37637.0,37644.0,37690.0,73.0,138.0,314.0,621.0,1095.0,0.0,0.0,0.0,0.0,49.0,51482.0,51994.0,52146.0,52293.0,51828.0,54122.0,54856.0,55040.0,55145.0,55065.0,38323.0,37423.0,37189.0,37189.0,36734.0,4.0,4.0,5.0,7.0,11.0,54029.0,54350.0,54808.0,54565.0,54307.0,52.13,2023-03-26 19:45:00,2023-03-26 05:00:00,
124.17,124.17,124.17,124.17,124.17,124.17,124.18,124.18,133.73,133.73,133.73,133.73,,,,95.08,95.08,95.08,95.08,97.17,97.17,97.17,97.17,113.47,113.47,113.47,113.47,87.05,87.05,87.05,87.05,87.05,87.05,87.05,87.05,119.3,119.3,119.3,119.3,92.4,92.4,92.4,92.4,95.47,95.47,95.47,95.47,109.04,109.04,109.04,109.04,19558.0,19207.0,18856.0,18516.0,18196.0,37790.0,37711.0,37678.0,37637.0,37644.0,13.0,73.0,138.0,314.0,621.0,0.0,0.0,0.0,0.0,0.0,51202.0,51482.0,51994.0,52146.0,52293.0,53557.0,54122.0,54856.0,55040.0,55145.0,38661.0,38323.0,37423.0,37189.0,37189.0,3.0,4.0,4.0,5.0,7.0,52551.0,54029.0,54350.0,54808.0,54565.0,0.0,2023-03-26 20:00:00,2023-03-25 23:00:00,
,,,,133.13,133.13,130.19,130.19,130.19,130.19,130.19,130.19,,,,,,,,,,,,,,,,,,,,,,,114.82,114.82,114.82,114.82,114.82,,,,,,,,,,,,,19558.0,19207.0,18856.0,18516.0,18196.0,37790.0,37711.0,37678.0,37637.0,37644.0,13.0,73.0,138.0,314.0,621.0,0.0,0.0,0.0,0.0,0.0,51202.0,51482.0,51994.0,52146.0,52293.0,53557.0,54122.0,54856.0,55040.0,55145.0,38661.0,38323.0,37423.0,37189.0,37189.0,3.0,4.0,4.0,5.0,7.0,52551.0,54029.0,54350.0,54808.0,54565.0,0.0,2023-03-26 20:00:00,2023-03-26 02:00:00,
